ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
"If school is closed tomorrow, kids will play in the snow.","If the school is closed tomorrow, the kids will definitely continue to play in the snow.  ","If there is snow and the school is closed tomorrow, kids for sure will keep playing.  ","If snow causes the school to close tomorrow, kids will certainly be continuing to play.  ",0.8087903,0.7314217,0.6586322
Wow! That watch costs three thousand dollars!,"Wow, is the bracelet price three thousand?  ",Is the price of the wow bracelet three thousand?  ,How many wow bracelets for three thousand?  ,0.61271626,0.43053976,0.20321222
I must find a gift for my mom.,I need to find a gift for my mom.  ,I must find out what present to get for my mom.  ,I have to know what kind of present my mom would like.  ,0.9275178,0.81475735,0.6442649
"If it rains, I`ll go home.",I will leave the house if it rains heavily.  ,"In case it rains more, I will go out of my home.  ","If the rain doesn't stop, I'm going out of the house.  ",0.6632046,0.61242485,0.5511746
Why is the teacher upset?,Why is the teacher upset?  ,"The teachers are upset, why?  ","The teacher is upset, but why?  ",1.0,0.78928554,0.7467352
They won't catch the thief that stole the paintings.,That agent who stole the paintings refused to get arrested.  ,That agent refused to be nabbed after stealing the paintings.  ,"The agent, indicated there, who stole two paintings, refused arrest.  ",0.6059772,0.52877986,0.35566163
The mouse escapes and the cat runs after it. The cat is chasing the mouse and the cat jumps onto the table.,"The mouse runs from the cat, and the cat leaps onto the table in pursuit.  ",The mouse escapes by scurrying as the cat pursues and jumps onto the table after it.  ,"The mouse is fleeing, scurrying around as the cat charges, jumping onto the table.  ",0.67706585,0.5420083,0.4814166
That man you just met is looking for a job.,Five men you met recently are looking for jobs.,You recently met with five men who are looking for jobs.,You have recently come across five men seeking employment.,0.66153276,0.56612,0.48647848
The movie starts at 7.,The second movie starts at seven.  ,Movie two starts at 7:00.  ,Movie 2 is scheduled to start at seven.  ,0.83216894,0.75057584,0.68673897
Who loves Mary?,Who loves Mary?  ,Who is fond of Mary?  ,Who is romantically interested in Mary?  ,0.99999964,0.77643967,0.6108031
My father moved here to Chicago.,My father moved to Chicago.  ,To where did my father move? Chicago.  ,"My father moved, where, Chicago?  ",0.89919627,0.64661026,0.5305496
Jason is going home because he is hot.,Jason over in that spot is hands off and goes home because the weather is hot.  ,Jason over there is not participating and heads home because of the hot weather.  ,"At location I, Jason is backing off and goes home, asking why it's so warm.  ",0.5522228,0.51047194,0.4208451
Do you all agree?,They all agree.  ,Those people agree.  ,They reached an agreement.  ,0.5721736,0.46662796,0.3681124
The student has not yet read the book.,The student has not read the book yet.  ,The student still hasn't read the book.  ,The book is still unread by the student.  ,0.9478797,0.81414956,0.6292912
"That book you are reading now, I read a long time ago when I was young.","That book there, I read it, and long ago I read it to him when I was young.  ","There’s a book I read, and I read to him there long ago when I was young.  ",I read that book and it’s at a place where long ago I read to him when I was young.  ,0.63497674,0.5352449,0.50978786
That picture you gave me was beautiful.,The picture that they gave me is really beautiful.  ,"They handed me a beautiful picture, wow.  ","I was given a picture, and it's stunningly beautiful.  ",0.7069526,0.6447646,0.5826067
It could be a tie. It's not clear who really won.,"Because the shirts of the volunteers lacked clarity, it was not clear who won.  ","Because the volunteer shirts were not clear, it was hard to tell who had won.  ",Unclear shirts on the volunteers made it uncertain which individual was the winner.  ,0.5214041,0.4754436,0.4259914
That dress is not my favorite.,"I'm considering that dress, but it's not my favorite.  ","Considering that dress over there, it's not my preference.  ",I'm not a fan of that dress over there I'm contemplating.  ,0.7262822,0.68024224,0.51603776
"When you finish homework, you can go play outside.","If you finish your homework, you can play outside for an hour.  ","Finish your homework, then you can play outside for an hour.  ","You must finish your homework first, then you can go out and play for an hour.  ",0.8111223,0.7415123,0.660908
When did you graduate high school? Will you go to college?,When will you graduate high school and go to college in the future?  ,When do you plan to graduate high school and then go to college in the future?  ,When will you finish high school and move on to college in the future?  ,0.7247357,0.6822983,0.6437535
"She is fine with broccoli, but she refuses to eat spinach.","I’m okay with eating broccoli, but spinach? No way.  ","I can eat broccoli, but spinach, no way, won't do it.  ","Broccoli is fine and can eat, but spinach, whoa, no, refuse.  ",0.58911866,0.5024926,0.43128282
My uncle never vists me.,My uncle never visits me.,I never visited my uncle.,My uncle and I haven't visited each other.,0.83569634,0.690076,0.5584395
